id,price,moonRank,💎 score (%),storeURL,Arm,Background,Eyewear,Fur,Headwear,Mouth,Neck,Outfit
5246,1,302,90.75,https://magiceden.io/item-details/7AnAztVwqPevFnBmpv4CjJgLjhjABBBuFHAKkgfKQqzr,Martini,Gradient Solana,Eyes Clown Happy,Ice,Fishing Hat,Smiling,Red Collar,
5248,0.5,1908,84.84,https://magiceden.io/item-details/F9HrTn9k5K8KZ5j1wGj4aYExpQTxLj5sdLGZrnaXhMHs,Red Yarn Ball,Gradient Peach,Eyes Clown Happy,Black,,Smiling,Red Collar,
5255,1,3597,68.36,https://magiceden.io/item-details/5dgpPK123gA5cXoTx1offV5MZ5z7PAjJz6KJKK15UaaR,,Halo Orange,Eyes Normal,White,Santa Hat,Brown Mustache,,Box
5264,0.38,4320,69.65,https://magiceden.io/item-details/9RCBmQ7x7T2GApNrUQ572xb35vxNgKQWL6Z7PidxB7fQ,,Halo Red,Eyes Normal,Gold,Monopoly Hat,Tongue Out,,Hawaiian Shirt
5283,1.45,3988,61.21,https://magiceden.io/item-details/DWcTcznpwiGRQTNg5J6LJjtAConM7mH9BqRddtCEnXNu,,Halo Black,Golden Sunglasses,Kittachu,,Smiling,,The Mask
5300,0.5,1571,87.13,https://magiceden.io/item-details/AKz5ATvqxPbGQvDPSLAgLhe7VLmpmVKoj731JBmTDrTo,Spatula,Halo Blue,Troll Sunglasses,White,Sombrero,Tongue Out,,Hoodie
5349,1.1,437,88.83,https://magiceden.io/item-details/BW8hwp7TezLm86yjGauwNJLstrMFz99drSpR8r5eh5ex,Red Yarn Ball,Gradient Solana,Eyes Closed,Black,Box Hat,Surprised,Bandana,
5350,1.3,4241,60.99,https://magiceden.io/item-details/8x7DHRU7Aevpzh7A3BTXR7eGyypFCAtcAkSuxdM7L2X1,,Halo Green,Eyes Clown Happy,Skeleton,,Tongue Out,,Hoodie
5358,2,2857,63.39,https://magiceden.io/item-details/EK6BQnhnJXDBxXkUUZRf54ebmxLDgcyEXrjPF2haKEaT,Flask,Night Sky,Eyes Happy,Gray,Turban,Tongue Out,,
5371,0.88,2027,80.23,https://magiceden.io/item-details/EbVY2n6ekg2b3696FM486yxdbLJWpBBmwqCnBZsFZZ8M,Pirate Hook,Halo Green,Black Sunglasses,Gray,Mohawk Green,Surprised,,
5379,8,3680,0,https://alpha.art/t/EumkNgAHrY7zvDhze9cBj5s5yUPaeUMm3nzhAxPCrc77,Basketball,Halo Purple,Eyes Clown Normal,Ice,,Smiling,,Hoodie
5389,1.2,2305,75.14,https://magiceden.io/item-details/9yq5C1kebRyBhW25CMSJZbR9m4eSjPpa8wdJBfC8U81Z,,Gradient Sunrise,Round Glasses,Ginger,Sailor Hat,Smiling,,King
5394,1.5,1316,78.86,https://magiceden.io/item-details/EKnwDFbhFq3WemV8bDou5a453uZGg1PAXWx8xyUkGStY,Blue Balloon,Halo Zombie,Troll Sunglasses,Rainbow,Astronaut Helmet,Blushing,,Hawaiian Shirt
5401,0.888,2594,76.3,https://magiceden.io/item-details/8yKXV2Xv86ktvR6pFWRqxuJZfZdXEk5Zk7K8XY9jYCuU,Bag Of Cash,Halo Pink,Wink,Black,Cap,White Mustache,,
5417,1.5,5167,52.7,https://magiceden.io/item-details/UJKPcyKAx2X5ytexG1W8JYufhrYZtPQC3sdq6f2XbtC,,Halo Black,Ski Goggles,Gray,,Blushing,,The Mask
5445,0.33,4518,68.81,https://magiceden.io/item-details/7U3hE3evzE3itdSszbV7u8aj9scWktyEscABXGQnYxwf,,Halo Black,Wink,Rainbow,Box Hat,Tongue Out,,Sailor
5449,2.79,2531,57.71,https://alpha.art/t/B7aicjYCRayfaHc2EN1mMsDY1Jq5MSG3z5ACBZnUNRfz,Chinese Lantern,Halo Blue,Ski Goggles,Ginger,,White Mustache,,Hawaiian Shirt
5451,0.8,863,88.94,https://magiceden.io/item-details/B7Pf1L7K6bbzLfcRZs6ceo5W8KR8APP393MfTYjFYsKZ,Red Balloon,Halo Orange,Rasta Sunglasses,Black,Toque,Smiling,Blue Bow Tie,
5474,1.5,2793,68.83,https://magiceden.io/item-details/ALmSkxP4AaNFCNZcFWmEA7JEofArWs9pCnH8kvzw9keF,Blue Yarn Ball,Halo Black,Round Glasses,Ice,Sombrero,Tongue Out,,
5508,1.1,5006,57.79,https://magiceden.io/item-details/9Zp3bW1MAA3Ba1ecqVVNpebyVtQynd8E9SXnf43wRJdP,,Halo Pink,Eyes Happy,Black,Monopoly Hat,Big Smile,,
5510,3,4078,45.1,https://alpha.art/t/9kQKcAbT7qjn1268EWSQc3jNbFDvGWqvDAeb8p7ZigW8,,Gradient Solana,Eyes Happy,White,,Bubblegum,Gold Necklace,
5542,0.44,2839,79.11,https://magiceden.io/item-details/2i3tsXpJC1N5gCAMVZftiCMN7G5v6PJPxBHGtTx3gHrz,,Halo Blue,Eyes Happy,Ice,Mohawk Pink,Tongue Out,,Sailor
5558,0.9,4367,64.13,https://magiceden.io/item-details/G1aH7xgEqXGV1ALroMohFRUex5ypuJRp2paBLgE2kx6d,Pirate Hook,Gradient Sunset,Eyes Happy,Ginger,,Tongue Out,,Hoodie
5576,0.5,3213,75.97,https://magiceden.io/item-details/3ewHqCQ13Zm9DPbxxy4Z8HFAL6JqTGkEqCxxyDGxCWUu,,Gradient Sunset,Ski Goggles,Ice,Bunny Ears,Big Smile,,
5591,0.99,465,89.74,https://magiceden.io/item-details/AunnKWmGVACwikGfgQfMxhA9h3zcBxg6ZYkqzMoDoKB4,Blue Balloon,Halo Orange,Wink,Ice,Box Hat,Golden Mustache,,Leather Jacket
5602,1.5,2643,69.84,https://magiceden.io/item-details/3zAi68XEocr3NF1PiFaEaHDbB6SnzBM2kSL4iwmNXhdu,Blue Balloon,Halo Ice,Round Glasses,Kittachu,Bread Head,Blushing,,
5622,1,2100,78.53,https://magiceden.io/item-details/8akDCM9KtVEmhRQEq8tSqPdwf1aoiQNJEzT9W3d9hp9b,,Halo Blue,Rasta Sunglasses,Rainbow,Rasta Hat,Surprised,,Astronaut
5630,0.69,1092,88.48,https://magiceden.io/item-details/Bkt749SqWvPYbKegMcnRVAp4BVnmFbRdEZSR1U3fEecy,Red Yarn Ball,Halo Black,Eyes Happy,Zombie,,Golden Mustache,,Cheongsam
5631,1.5,2469,71.03,https://magiceden.io/item-details/HXWbUz3iUTiHMDxCrqQqYPynDuL6TkTTAQ9oUmvw2R78,Sake Jug,Halo Green,Eyes Normal,Rainbow,Mohawk Green,Smiling,,
5640,1.12,4034,64.2,https://alpha.art/t/AwGxQ76Fvs29tRxnxbTpbTjVjNABfihTBe4Rrx2w46ME,Four-Leaf Clover,Halo Orange,Wink,Ginger,,Bubblegum,,Box
5645,0.5,1086,90.42,https://magiceden.io/item-details/DGetkdUb8Fur9qyAFwE8ox4HDCqWPq6oGTELQo76CQbX,Bag Of Cash,Halo Black,Round Glasses,Rainbow,Sailor Hat,Brown Mustache,,
5650,1,5399,56.12,https://magiceden.io/item-details/A6vew4ZumN3T2HPbuESGxZfeyQ34QEv6zmCuPWJr66LL,Fishing Rod,Halo Pink,Eyes Normal,Gray,,Blushing,,
5660,0.77,1218,86.83,https://magiceden.io/item-details/FTLWkPTwvQo9nXWsoFDU3Q35zgHEMrddzo6LpshQfBDi,Magic Wand,Halo Yellow,Eyes Normal,Ginger,Rainbow Hat,Surprised,,Leather Jacket
5677,0.79,110,94.15,https://magiceden.io/item-details/DpztH2Zk9b9jKvtxaNbu1ZLEUKGApUtkfnyTYR5Dbxmn,Four-Leaf Clover,Halo Black,Eyes Clown Happy,Rainbow,Turban,Blushing,Red Collar,Tuxedo
5685,1.28,2069,75.94,https://alpha.art/t/9BxQ9fgXC7UCJueFoxJVX4VLgmRoGjJwDNZh6J6PDT8o,Golden Balloon,Halo Pink,Eyes Clown Normal,Rainbow,Backwards Cap,Tongue Out,,
5689,0.55,4640,65.78,https://magiceden.io/item-details/BTmTvMyRyqkxcZhVuHakiyWkCwryK8pHMQC25sL6fu1b,,Halo Black,Wink,Zombie,,White Mustache,,Purple Gold Jersey
5716,1,480,89.54,https://magiceden.io/item-details/7ApD76PJVpVZBV2tJU3ezQUJYm4sLNWGvCeh6sMXXyn4,Flask,Halo Blue,Eyes Normal,Ice,Clown Wig,Tongue Out,Blue Bow Tie,Hawaiian Shirt
5720,0.49,2346,81.96,https://magiceden.io/item-details/Djts2wGCEV8SFWfz57iDLmdU7JaRJm25arRwypLDUpcH,,Halo Purple,Round Glasses,Rainbow,Sombrero,Brown Mustache,,Box
5723,1.48,4959,54.31,https://magiceden.io/item-details/CrzJafZgjyXP18hSPFLrPvUMoQ6Pbb4mHLLtWC3CjBKe,Noodle Bowl,Halo Pink,Eyes Clown Normal,Rainbow,,Blushing,,
5729,2,1415,73.19,https://magiceden.io/item-details/8wckEuMmHivsQaBAaEo1hs2xKFeoaYMq4moDUWvVzp7B,Red Balloon,Halo Emerald,Round Sunglasses,Kittachu,,Big Smile,,Hoodie
5738,0.899,5755,54.71,https://magiceden.io/item-details/4CqEReui2VcKa6jszLUf2faSw5zhAGnrxhCpyCGz9oez,,Gradient Peach,Eyes Clown Happy,Gray,,Tongue Out,,
5749,0.88,4590,62.82,https://magiceden.io/item-details/AyT9iLXuuzXGNG8xhmdX8ZfrQ97CaArECrg6otLhP5o6,Martini,Gradient Aurora,Eyes Happy,Black,,Smiling,,SuperHero
5756,0.39,1439,89.12,https://magiceden.io/item-details/6AQNUTzuzuVfJEA1B65ot6dXaJM3iS2GUvCkbYoMTjP9,Umbrella,Halo Red,Eyes Happy,Ice,Toque,Brown Mustache,,
5776,0.5,1261,89.23,https://magiceden.io/item-details/6HkyWRzK6BpB24LYzn2t5RypyfhiBavMjtojoWiRRrmW,Magic Wand,Halo Ice,Eyes Normal,White,Rainbow Hat,White Mustache,,Astronaut
5781,0.477,3989,70.93,https://magiceden.io/item-details/6GkdriwLrBCwxYfVBvH2ei7f2pTmdaz8ohDD4He8bj2V,Four-Leaf Clover,Halo Black,Round Glasses,Zombie,,White Mustache,,
5784,1.49,5311,51.82,https://magiceden.io/item-details/CZQBZETaNpTwosSkcLoD7Az55Eu8gMerKHfYSUpAhLdr,,Halo Emerald,Rasta Sunglasses,Black,,Surprised,,Tuxedo
5790,1.15,1020,84.37,https://magiceden.io/item-details/3x3sYW3PyJGSKE5eRHg9bicGQMPrM8uFEVNL1Vkw5mbg,Bag Of Cash,Halo Purple,Eyes Normal,Silver,Box Hat,Smiling,Blue Bow Tie,
5798,0.477,3712,72.81,https://magiceden.io/item-details/2sxgvXzdKMXve2p5U2Br6h5hB6CpwNm6rzyJezbY8Z2T,Red Yarn Ball,Gradient Aurora,Eyes Clown Normal,Gray,Box Hat,Smiling,,
5803,1,1858,80.18,https://magiceden.io/item-details/5MQbSBCucJhJWbPBhJsvv2VWkJsdT4rdsNpfNWnrRyDG,Magic Wand,Halo Gum,Black Sunglasses,White,Clown Wig,Blushing,,Box
5822,1,2664,74.7,https://magiceden.io/item-details/6q1iQNQ7m4fzC1NRBE2yhjrRsMi7fN7iNPFsV1etkMDc,Martini,Gradient Solana,Wink,Black,Box Hat,Blushing,,SuperHero
5836,1,1109,85.27,https://magiceden.io/item-details/CpiCi1EXuo1Su2qQHcXLHDsUKcRUhH6Tv9QrLgZhaTna,,Acid Bright,Eyes Happy,Black,Bunny Ears,White Mustache,Blue Bow Tie,Hawaiian Shirt
5839,0.5,2878,78.25,https://magiceden.io/item-details/FB2DgGWcPAYRgQCBgbsi4zrX6mdUHSTCfH4kXKEJX4US,,Night Sky,Eyes Happy,White,Fishing Hat,Brown Mustache,,Hawaiian Shirt
5850,1.38,1698,77.46,https://magiceden.io/item-details/5vfAqiaufudTmzzHYSTZxbD8VKgZkY2fRARg5fKN1cGC,Flower,Gradient Aurora,Eyes Happy,Rainbow,Army Hat,Surprised,,Box
5858,0.8888,3148,72.53,https://magiceden.io/item-details/6Mo9urtNGJ94SmZEfv2JuKjFV142kF19fwAT1gPpYA4t,,Halo Yellow,Wink,Gold,Black Headband,Surprised,,Hawaiian Shirt
5861,0.89,524,90.34,https://magiceden.io/item-details/7xATuQVLVsjyEPkD1UVMETsM77JVJ6CR3x8Wj5ckdeHs,Spatula,Halo Red,Wink,Red,Pirate Hat,Big Smile,,The Mask
5888,5,3857,26.6,https://alpha.art/t/F8zF5g61hsay9ZuXT9uWL9X6ABZg2T7yRd2tekaSz7oq,,Halo Purple,Eyes Normal,Red,Cowboy Hat,Smiling,,Clown
